source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
James Knox,,2020-02-06 15:17:31,,,,,,,,,,135977471216468,/knox4senate/photos/a.135977531216462/135977471216468
James Knox,,2020-01-28 13:31:33,Vote James Knox for U.S. Senate. Service. Integrity. Honor. Veteran.,1,,,1,,,,1,133255671488648,/story.php?story_fbid=133255671488648&id=108538327293716
James Knox,,2020-01-06 12:00:00,"Family, friends and colleagues, I have decided to run as a Democratic candidate for the United States Senate in the 2020 election. I need your support. If you live or vote in Georgia, I need your vote. If you do not live or vote in Georgia, please reach out to your family, friends and colleagues in Georgia and encourage them to support my candidacy. I am a solutions expert. This election is too important not to get involved. You can make a difference – participate. If you would like to support my candidacy, please visit my website www.knox4senate.com. Thank you for the tremendous support that I have already received and the support yet to come. #servantleader #veteranstrong",2,2,,,,,,,127123575435191,/story.php?story_fbid=127123575435191&id=108538327293716
