source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Jim Risch,,2020-01-10 21:29:33,https://youtu.be/inq7eiCymi8,75,47,3,2,2,,21,110,10157878305432368,/story.php?story_fbid=10157878305432368&id=10148632367
Jim Risch,,2019-10-07 21:38:28,https://www.idahopress.com/news/local/idaho-sen-risch-has-quiet-but-key-role-on-national/article_609873e8-a5ac-5d9a-b4fa-3caf437966c5.html?fbclid=IwAR14gvf4lvgw73YBEfaCbo7bsNkGpgJmeCC8Lozfk5oifCVJ2l-T3bMHPu0,146,84,4,18,,3,37,86,10157578893137368,/story.php?story_fbid=10157578893137368&id=10148632367
Jim Risch,,2019-08-22 12:06:42,,416,333,2,29,1,5,46,88,10157452257122368,/SenatorRisch/photos/a.438431977367/10157452257122368
Jim Risch,,2019-08-22 12:06:23,,8,2,2,,,,4,7,10157452256277368,/SenatorRisch/photos/a.438431977367/10157452256277368
